Date,米10年金利,米5年金利,米2年金利,ドル指数,VIX,S&P500,日経225,金,原油
2016-10-05,1.715999960899353,1.25600004196167,0.31299999356269836,96.12999725341797,12.989999771118164,2159.72998046875,16819.240234375,1265.199951171875,49.83000183105469
2016-10-06,1.7419999837875366,1.2829999923706055,0.3100000023841858,96.66000366210938,12.84000015258789,2160.77001953125,16899.099609375,1249.800048828125,50.439998626708984
2016-10-07,1.7359999418258667,1.2699999809265137,0.3100000023841858,96.5199966430664,13.479999542236328,2153.739990234375,16860.08984375,1248.9000244140625,49.810001373291016
2016-10-10,1.7230000495910645,1.2580000162124634,0.30799999833106995,,13.380000114440918,2163.659912109375,,,
2016-10-11,1.7589999437332153,1.2940000295639038,0.3199999928474426,97.69999694824219,15.359999656677246,2136.72998046875,17024.759765625,1253.0,50.790000915527344
2016-10-12,1.777999997138977,1.3040000200271606,0.3400000035762787,97.97000122070312,15.90999984741211,2139.179931640625,16840.0,1251.0999755859375,50.18000030517578
2016-10-13,1.7380000352859497,1.253999948501587,0.2750000059604645,97.5199966430664,16.690000534057617,2132.550048828125,16774.240234375,1255.0,50.439998626708984
2016-10-14,1.7940000295639038,1.281999945640564,0.28999999165534973,98.0199966430664,16.1200008392334,2132.97998046875,16856.369140625,1253.0999755859375,50.349998474121094
2016-10-17,1.7660000324249268,1.25600004196167,0.29499998688697815,97.88999938964844,16.209999084472656,2126.5,16900.119140625,1254.4000244140625,49.939998626708984
2016-10-18,1.7489999532699585,1.2339999675750732,0.3330000042915344,97.9000015258789,15.279999732971191,2139.60009765625,16963.609375,1260.800048828125,50.290000915527344
2016-10-19,1.7519999742507935,1.2339999675750732,0.3230000138282776,97.87000274658203,14.40999984741211,2144.2900390625,16998.91015625,1267.9000244140625,51.599998474121094
2016-10-20,1.746999979019165,1.2430000305175781,0.3199999928474426,98.31999969482422,13.75,2141.340087890625,17235.5,1265.5999755859375,50.43000030517578
2016-10-21,1.7400000095367432,1.2450000047683716,0.3149999976158142,98.69999694824219,13.34000015258789,2141.159912109375,17184.58984375,1265.9000244140625,50.849998474121094
2016-10-24,1.7630000114440918,1.2690000534057617,0.31299999356269836,98.66999816894531,13.020000457763672,2151.330078125,17234.419921875,1262.0,50.52000045776367
2016-10-25,1.7580000162124634,1.2760000228881836,0.32499998807907104,98.72000122070312,13.460000038146973,2143.159912109375,17365.25,1271.9000244140625,49.959999084472656
2016-10-26,1.7899999618530273,1.3020000457763672,0.31299999356269836,98.62999725341797,14.239999771118164,2139.429931640625,17391.83984375,1264.800048828125,49.18000030517578
2016-10-27,1.843000054359436,1.3380000591278076,0.2750000059604645,98.88999938964844,15.359999656677246,2133.0400390625,17336.419921875,1267.9000244140625,49.720001220703125
2016-10-28,1.8450000286102295,1.3229999542236328,0.27300000190734863,98.3499984741211,16.190000534057617,2126.409912109375,17446.41015625,1275.5,48.70000076293945
2016-10-31,1.8339999914169312,1.312999963760376,0.29499998688697815,98.44999694824219,17.059999465942383,2126.14990234375,17425.01953125,1271.5,46.86000061035156
2016-11-01,1.8200000524520874,1.2860000133514404,0.3449999988079071,97.69999694824219,18.559999465942383,2111.719970703125,17442.400390625,1286.4000244140625,46.66999816894531
2016-11-02,1.7990000247955322,1.2610000371932983,0.3449999988079071,97.4000015258789,19.31999969482422,2097.93994140625,17134.6796875,1306.800048828125,45.34000015258789
2016-11-03,1.812000036239624,1.2630000114440918,0.3580000102519989,97.16000366210938,22.079999923706055,2088.659912109375,,1302.0999755859375,44.65999984741211
2016-11-04,1.7829999923706055,1.24399995803833,0.3580000102519989,97.06999969482422,22.510000228881836,2085.179931640625,16905.359375,1303.300048828125,44.06999969482422
2016-11-07,1.8279999494552612,1.2910000085830688,0.38999998569488525,97.77999877929688,18.709999084472656,2131.52001953125,17177.2109375,1278.300048828125,44.88999938964844
2016-11-08,1.8619999885559082,1.3309999704360962,0.41999998688697815,97.86000061035156,18.739999771118164,2139.56005859375,17171.380859375,1273.4000244140625,44.97999954223633
2016-11-09,2.072000026702881,1.4739999771118164,0.4180000126361847,98.5,14.380000114440918,2163.260009765625,16251.5400390625,1272.5999755859375,45.27000045776367
2016-11-10,2.117000102996826,1.5290000438690186,0.4580000042915344,98.79000091552734,14.739999771118164,2167.47998046875,17344.419921875,1265.5,44.65999984741211
2016-11-11,,,,,14.170000076293945,2164.449951171875,17374.7890625,,
2016-11-14,2.2219998836517334,1.6469999551773071,0.503000020980835,100.11000061035156,14.479999542236328,2164.199951171875,17672.619140625,1221.199951171875,43.31999969482422
2016-11-15,2.23799991607666,1.6740000247955322,0.4880000054836273,100.19000244140625,13.369999885559082,2180.389892578125,17668.150390625,1224.0,45.810001373291016
2016-11-16,2.2230000495910645,1.6720000505447388,0.453000009059906,100.41000366210938,13.720000267028809,2176.93994140625,17862.2109375,1223.4000244140625,45.56999969482422
2016-11-17,2.2760000228881836,1.7130000591278076,0.41999998688697815,100.88999938964844,13.350000381469727,2187.1201171875,17862.630859375,1216.5,45.41999816894531
2016-11-18,2.3350000381469727,1.7769999504089355,0.4180000126361847,101.20999908447266,12.850000381469727,2181.89990234375,17967.41015625,1208.5,45.689998626708984
2016-11-21,2.3389999866485596,1.7960000038146973,0.41999998688697815,101.05000305175781,12.420000076293945,2198.179931640625,18106.01953125,1209.5999755859375,47.4900016784668
2016-11-22,2.321000099182129,1.781000018119812,0.4749999940395355,101.04000091552734,12.40999984741211,2202.93994140625,18162.939453125,1211.0,48.029998779296875
2016-11-23,2.3570001125335693,1.8370000123977661,0.48500001430511475,101.69999694824219,12.430000305175781,2204.719970703125,,1189.0999755859375,47.959999084472656
2016-11-24,,,,,,,18333.41015625,,
2016-11-25,2.371999979019165,1.8489999771118164,0.47999998927116394,101.48999786376953,12.34000015258789,2213.35009765625,18381.220703125,1178.199951171875,46.060001373291016
2016-11-28,2.319999933242798,1.8009999990463257,0.44999998807907104,101.33000183105469,13.149999618530273,2201.719970703125,18356.890625,1190.5999755859375,47.08000183105469
2016-11-29,2.302000045776367,1.781000018119812,0.46799999475479126,100.93000030517578,12.899999618530273,2204.659912109375,18307.0390625,1187.9000244140625,45.22999954223633
2016-11-30,2.368000030517578,1.8339999914169312,0.46799999475479126,101.5,13.329999923706055,2198.81005859375,18308.48046875,1170.800048828125,49.439998626708984
2016-12-01,2.440999984741211,1.8930000066757202,0.4580000042915344,101.04000091552734,14.069999694824219,2191.080078125,18513.119140625,1166.9000244140625,51.060001373291016
2016-12-02,2.390000104904175,1.8289999961853027,0.45500001311302185,100.7699966430664,14.119999885559082,2191.949951171875,18426.080078125,1175.0999755859375,51.68000030517578
2016-12-05,2.38700008392334,1.843999981880188,0.453000009059906,100.13999938964844,12.140000343322754,2204.7099609375,18274.990234375,1174.0,51.790000915527344
2016-12-06,2.3959999084472656,1.840999960899353,0.48500001430511475,100.48999786376953,11.789999961853027,2212.22998046875,18360.5390625,1167.5999755859375,50.93000030517578
2016-12-07,2.3469998836517334,1.7979999780654907,0.4880000054836273,100.2300033569336,12.220000267028809,2241.35009765625,18496.689453125,1175.0,49.77000045776367
2016-12-08,2.38700008392334,1.819000005722046,0.49000000953674316,101.06999969482422,12.640000343322754,2246.18994140625,18765.470703125,1169.800048828125,50.84000015258789
2016-12-09,2.4639999866485596,1.88100004196167,0.5199999809265137,101.56999969482422,11.75,2259.530029296875,18996.369140625,1159.4000244140625,51.5
2016-12-12,2.4790000915527344,1.8890000581741333,0.5,100.95999908447266,12.640000343322754,2256.9599609375,19155.029296875,1163.5,52.83000183105469
2016-12-13,2.4809999465942383,1.9119999408721924,0.5230000019073486,101.02999877929688,12.720000267028809,2271.719970703125,19250.51953125,1156.699951171875,52.97999954223633
2016-12-14,2.5250000953674316,1.99399995803833,0.5230000019073486,102.0,13.1899995803833,2253.280029296875,19253.609375,1161.300048828125,51.040000915527344
2016-12-15,2.5799999237060547,2.068000078201294,0.4880000054836273,103.12999725341797,12.789999961853027,2262.030029296875,19273.7890625,1127.800048828125,50.900001525878906
2016-12-16,2.5969998836517334,2.066999912261963,0.48500001430511475,102.94999694824219,12.199999809265137,2258.070068359375,19401.150390625,1135.300048828125,51.900001525878906
2016-12-19,2.5420000553131104,2.0269999504089355,0.4779999852180481,103.13999938964844,11.710000038146973,2262.530029296875,19391.599609375,1140.5,52.119998931884766
2016-12-20,2.568000078201294,2.0460000038146973,0.5130000114440918,103.29000091552734,11.449999809265137,2270.760009765625,19494.529296875,1131.5,52.22999954223633
2016-12-21,2.5460000038146973,2.0290000438690186,0.503000020980835,103.0199966430664,11.270000457763672,2265.179931640625,19444.490234375,1131.0999755859375,52.4900016784668
2016-12-22,2.552999973297119,2.0360000133514404,0.49300000071525574,103.08999633789062,11.430000305175781,2260.9599609375,19427.669921875,1128.800048828125,52.95000076293945
2016-12-23,2.5429999828338623,2.0299999713897705,0.5,103.01000213623047,11.4399995803833,2263.7900390625,,1131.9000244140625,53.02000045776367
2016-12-26,,,,,,,19396.640625,,
2016-12-27,2.562999963760376,2.055000066757202,0.4950000047683716,103.0199966430664,11.989999771118164,2268.8798828125,19403.060546875,1137.300048828125,53.900001525878906
2016-12-28,2.50600004196167,1.9980000257492065,0.4950000047683716,103.26000213623047,12.949999809265137,2249.919921875,19401.720703125,1139.4000244140625,54.060001373291016
2016-12-29,2.4769999980926514,1.9620000123977661,0.4399999976158142,102.68000030517578,13.369999885559082,2249.260009765625,19145.140625,1156.4000244140625,53.77000045776367
2016-12-30,2.446000099182129,1.934000015258789,0.47999998927116394,102.38999938964844,14.039999961853027,2238.830078125,19114.369140625,1150.0,53.720001220703125
2017-01-03,2.450000047683716,1.944000005722046,0.4749999940395355,103.20999908447266,12.850000381469727,2257.830078125,,1160.4000244140625,52.33000183105469
2017-01-04,2.4519999027252197,1.9470000267028809,0.5180000066757202,102.69999694824219,11.850000381469727,2270.75,19594.16015625,1163.800048828125,53.2599983215332
2017-01-05,2.368000030517578,1.8630000352859497,0.5080000162124634,101.5199966430664,11.670000076293945,2269.0,19520.689453125,1179.699951171875,53.7599983215332
2017-01-06,2.4179999828338623,1.9220000505447388,0.503000020980835,102.22000122070312,11.319999694824219,2276.97998046875,19454.330078125,1171.9000244140625,53.9900016784668
2017-01-09,2.375999927520752,1.88100004196167,0.48500001430511475,101.93000030517578,11.5600004196167,2268.89990234375,,1183.5,51.959999084472656
2017-01-10,2.378999948501587,1.878999948501587,0.503000020980835,102.01000213623047,11.489999771118164,2268.89990234375,19301.439453125,1184.199951171875,50.81999969482422
2017-01-11,2.369999885559082,1.8760000467300415,0.49799999594688416,101.77999877929688,11.260000228881836,2275.320068359375,19364.669921875,1195.5999755859375,52.25
2017-01-12,2.3610000610351562,1.8680000305175781,0.503000020980835,101.3499984741211,11.539999961853027,2270.43994140625,19134.69921875,1198.9000244140625,53.0099983215332
2017-01-13,2.380000114440918,1.8839999437332153,0.5130000114440918,101.18000030517578,11.229999542236328,2274.639892578125,19287.279296875,1195.300048828125,52.369998931884766
2017-01-16,,,,,,,19095.240234375,,
2017-01-17,2.3269999027252197,1.8259999752044678,0.5130000114440918,100.33000183105469,11.869999885559082,2267.889892578125,18813.529296875,1212.0,52.47999954223633
2017-01-18,2.3889999389648438,1.8849999904632568,0.5149999856948853,100.93000030517578,12.479999542236328,2271.889892578125,18894.369140625,1211.300048828125,51.08000183105469
2017-01-19,2.4590001106262207,1.9529999494552612,0.503000020980835,101.1500015258789,12.779999732971191,2263.68994140625,19072.25,1200.9000244140625,51.369998931884766
2017-01-20,2.4670000076293945,1.940000057220459,0.47999998927116394,100.73999786376953,11.539999961853027,2271.31005859375,19137.91015625,1204.300048828125,52.41999816894531
2017-01-23,2.4030001163482666,1.8669999837875366,0.4729999899864197,100.16000366210938,11.770000457763672,2265.199951171875,18891.029296875,1215.0,52.75
2017-01-24,2.4709999561309814,1.937000036239624,0.49300000071525574,100.3499984741211,11.069999694824219,2280.070068359375,18787.990234375,1210.300048828125,53.18000030517578
2017-01-25,2.5230000019073486,1.9869999885559082,0.4830000102519989,100.02999877929688,10.8100004196167,2298.3701171875,19057.5,1197.300048828125,52.75
2017-01-26,2.507999897003174,1.9620000123977661,0.4880000054836273,100.37999725341797,10.630000114440918,2296.679931640625,19402.390625,1189.5,53.779998779296875
2017-01-27,2.4809999465942383,1.940999984741211,0.49799999594688416,100.52999877929688,10.579999923706055,2294.68994140625,19467.400390625,1188.0999755859375,53.16999816894531
2017-01-30,2.4830000400543213,1.9359999895095825,0.4950000047683716,100.43000030517578,11.880000114440918,2280.89990234375,19368.849609375,1193.199951171875,52.630001068115234
2017-01-31,2.4509999752044678,1.9079999923706055,0.5,99.51000213623047,11.989999771118164,2278.8701171875,19041.33984375,1208.5999755859375,52.810001373291016
2017-02-01,2.4739999771118164,1.9259999990463257,0.5,99.63999938964844,11.8100004196167,2279.550048828125,19148.080078125,1205.5999755859375,53.880001068115234
2017-02-02,2.4700000286102295,1.9210000038146973,0.4880000054836273,99.8499984741211,11.930000305175781,2280.85009765625,18914.580078125,1216.699951171875,53.540000915527344
2017-02-03,2.490999937057495,1.9329999685287476,0.4880000054836273,99.87000274658203,10.970000267028809,2297.419921875,18918.19921875,1218.5,53.83000183105469
2017-02-06,2.4130001068115234,1.8539999723434448,0.503000020980835,99.91000366210938,11.369999885559082,2292.56005859375,18976.7109375,1230.0,53.0099983215332
2017-02-07,2.3889999389648438,1.843999981880188,0.5249999761581421,100.26000213623047,11.289999961853027,2293.080078125,18910.779296875,1234.199951171875,52.16999816894531
2017-02-08,2.3510000705718994,1.815999984741211,0.5249999761581421,100.27999877929688,11.449999809265137,2294.669921875,19007.599609375,1237.5999755859375,52.34000015258789
2017-02-09,2.3949999809265137,1.8700000047683716,0.527999997138977,100.6500015258789,10.880000114440918,2307.8701171875,18907.669921875,1235.0999755859375,53.0
2017-02-10,2.4089999198913574,1.8869999647140503,0.5230000019073486,100.80000305175781,10.850000381469727,2316.10009765625,19378.9296875,1234.4000244140625,53.86000061035156
2017-02-13,2.434000015258789,1.9110000133514404,0.5230000019073486,100.95999908447266,11.069999694824219,2328.25,19459.150390625,1224.4000244140625,52.93000030517578
2017-02-14,2.4700000286102295,1.9600000381469727,0.5350000262260437,101.25,10.739999771118164,2337.580078125,19238.98046875,1223.9000244140625,53.20000076293945
2017-02-15,2.502000093460083,2.000999927520752,0.5199999809265137,101.18000030517578,11.970000267028809,2349.25,19437.98046875,1231.699951171875,53.11000061035156
2017-02-16,2.450000047683716,1.940999984741211,0.5080000162124634,100.44000244140625,11.760000228881836,2347.219970703125,19347.529296875,1240.0,53.36000061035156
2017-02-17,2.424999952316284,1.909999966621399,0.5080000162124634,100.94999694824219,11.489999771118164,2351.159912109375,19234.619140625,1237.5999755859375,53.400001525878906
2017-02-20,,,,,,,19251.080078125,,
2017-02-21,2.427000045776367,1.9170000553131104,0.5049999952316284,101.37000274658203,11.569999694824219,2365.3798828125,19381.439453125,1237.5,54.060001373291016
2017-02-22,2.4179999828338623,1.9119999408721924,0.5099999904632568,101.33000183105469,11.739999771118164,2362.820068359375,19379.869140625,1232.0,53.59000015258789
2017-02-23,2.388000011444092,1.878000020980835,0.49799999594688416,101.05000305175781,11.710000038146973,2363.81005859375,19371.4609375,1250.199951171875,54.45000076293945
2017-02-24,2.316999912261963,1.8040000200271606,0.49799999594688416,101.08999633789062,11.470000267028809,2367.340087890625,19283.5390625,1256.9000244140625,53.9900016784668
2017-02-27,2.36899995803833,1.8700000047683716,0.49000000953674316,101.12999725341797,12.09000015258789,2369.75,19107.470703125,1257.4000244140625,54.04999923706055
2017-02-28,2.3580000400543213,1.8799999952316284,0.5230000019073486,101.12000274658203,12.920000076293945,2363.639892578125,19118.990234375,1252.5999755859375,54.0099983215332
2017-03-01,2.4630000591278076,1.9919999837875366,0.6150000095367432,101.77999877929688,12.539999961853027,2395.9599609375,19393.5390625,1248.9000244140625,53.83000183105469
2017-03-02,2.489000082015991,2.0299999713897705,0.6449999809265137,102.19999694824219,11.8100004196167,2381.919921875,19564.80078125,1231.9000244140625,52.61000061035156
2017-03-03,2.492000102996826,2.0169999599456787,0.6830000281333923,101.54000091552734,10.960000038146973,2383.1201171875,19469.169921875,1225.5,53.33000183105469
2017-03-06,2.49399995803833,2.0160000324249268,0.7049999833106995,101.63999938964844,11.239999771118164,2375.31005859375,19379.140625,1224.5,53.20000076293945
2017-03-07,2.510999917984009,2.0439999103546143,0.7350000143051147,101.80999755859375,11.449999809265137,2368.389892578125,19344.150390625,1215.0999755859375,53.13999938964844
2017-03-08,2.552000045776367,2.0810000896453857,0.7080000042915344,102.06999969482422,11.859999656677246,2362.97998046875,19254.029296875,1208.5,50.279998779296875
2017-03-09,2.5980000495910645,2.125,0.7129999995231628,101.8499984741211,12.300000190734863,2364.8701171875,19318.580078125,1202.4000244140625,49.279998779296875
2017-03-10,2.5820000171661377,2.1050000190734863,0.7250000238418579,101.25,11.65999984741211,2372.60009765625,19604.609375,1200.699951171875,48.4900016784668
2017-03-13,2.6080000400543213,2.127000093460083,0.7279999852180481,101.37999725341797,11.350000381469727,2373.469970703125,19633.75,1202.4000244140625,48.400001525878906
2017-03-14,2.5950000286102295,2.124000072479248,0.753000020980835,101.69999694824219,12.300000190734863,2365.449951171875,19609.5,1201.9000244140625,47.720001220703125
2017-03-15,2.507999897003174,2.0199999809265137,0.7149999737739563,100.73999786376953,11.630000114440918,2385.260009765625,19577.380859375,1200.0999755859375,48.86000061035156
2017-03-16,2.5220000743865967,2.0299999713897705,0.7080000042915344,100.2699966430664,11.210000038146973,2381.3798828125,19590.140625,1226.5,48.75
2017-03-17,2.500999927520752,2.0199999809265137,0.7080000042915344,100.30000305175781,11.279999732971191,2378.25,19521.58984375,1229.800048828125,48.779998779296875
2017-03-20,2.4730000495910645,1.9930000305175781,0.7099999785423279,100.41000366210938,11.34000015258789,2373.469970703125,,1233.5999755859375,48.220001220703125
2017-03-21,2.436000108718872,1.9630000591278076,0.753000020980835,99.80999755859375,12.470000267028809,2344.02001953125,19455.880859375,1246.0999755859375,47.34000015258789
2017-03-22,2.3959999084472656,1.9299999475479126,0.7480000257492065,99.68000030517578,12.8100004196167,2348.449951171875,19041.380859375,1249.300048828125,48.040000915527344
2017-03-23,2.4179999828338623,1.9429999589920044,0.7480000257492065,99.76000213623047,13.119999885559082,2345.9599609375,19085.310546875,1246.9000244140625,47.70000076293945
2017-03-24,2.4000000953674316,1.9279999732971191,0.7480000257492065,99.62999725341797,12.960000038146973,2343.97998046875,19262.529296875,1248.199951171875,47.970001220703125
2017-03-27,2.372999906539917,1.9119999408721924,0.7580000162124634,99.16999816894531,12.5,2341.590087890625,18985.58984375,1255.4000244140625,47.72999954223633
2017-03-28,2.4089999198913574,1.9550000429153442,0.7730000019073486,99.70999908447266,11.529999732971191,2358.570068359375,19202.869140625,1255.300048828125,48.369998931884766
2017-03-29,2.385999917984009,1.9359999895095825,0.7549999952316284,100.0,11.420000076293945,2361.1298828125,19217.48046875,1253.4000244140625,49.5099983215332
2017-03-30,2.4159998893737793,1.9609999656677246,0.7580000162124634,100.41000366210938,11.539999961853027,2368.06005859375,19063.220703125,1245.0,50.349998474121094
2017-03-31,2.3959999084472656,1.9290000200271606,0.7379999756813049,100.3499984741211,12.369999885559082,2362.719970703125,18909.259765625,1247.300048828125,50.599998474121094
2017-04-03,2.3499999046325684,1.8769999742507935,0.7400000095367432,100.54000091552734,12.380000114440918,2358.840087890625,18983.23046875,1250.800048828125,50.2400016784668
2017-04-04,2.3499999046325684,1.878000020980835,0.7799999713897705,100.54000091552734,11.789999961853027,2360.159912109375,18810.25,1255.0,51.029998779296875
2017-04-05,2.3570001125335693,1.8700000047683716,0.7799999713897705,100.55999755859375,12.890000343322754,2352.949951171875,18861.26953125,1245.4000244140625,51.150001525878906
2017-04-06,2.3429999351501465,1.8630000352859497,0.7879999876022339,100.66999816894531,12.390000343322754,2357.489990234375,18597.060546875,1250.300048828125,51.70000076293945
2017-04-07,2.372999906539917,1.9110000133514404,0.7979999780654907,101.18000030517578,12.869999885559082,2355.5400390625,18664.630859375,1254.300048828125,52.2400016784668
2017-04-10,2.3610000610351562,1.899999976158142,0.7879999876022339,101.0199966430664,14.050000190734863,2357.159912109375,18797.880859375,1251.0999755859375,53.08000183105469
2017-04-11,2.2980000972747803,1.8320000171661377,0.800000011920929,100.70999908447266,15.069999694824219,2353.780029296875,18747.869140625,1271.199951171875,53.400001525878906
2017-04-12,2.2960000038146973,1.8300000429153442,0.7929999828338623,100.77999877929688,15.770000457763672,2344.929931640625,18552.609375,1275.300048828125,53.11000061035156
2017-04-13,2.2320001125335693,1.7640000581741333,0.7900000214576721,100.55999755859375,15.960000038146973,2328.949951171875,18426.83984375,1285.9000244140625,53.18000030517578
2017-04-14,,,,,,,18335.630859375,,
2017-04-17,2.252000093460083,1.7769999504089355,0.7900000214576721,100.30000305175781,14.65999984741211,2349.010009765625,18355.259765625,1289.4000244140625,52.650001525878906
2017-04-18,2.178999900817871,1.7100000381469727,0.8050000071525574,99.5,14.420000076293945,2342.18994140625,18418.58984375,1291.699951171875,52.40999984741211
2017-04-19,2.2019999027252197,1.7289999723434448,0.7850000262260437,99.73999786376953,14.930000305175781,2338.169921875,18432.19921875,1281.4000244140625,50.439998626708984
2017-04-20,2.240999937057495,1.7719999551773071,0.7699999809265137,99.77999877929688,14.149999618530273,2355.840087890625,18430.490234375,1281.9000244140625,50.27000045776367
